file_name,class
n04012084_4550.png,airplane
n03604311_9859.png,airplane
n02686121_5268.png,airplane
n04308273_255.png,airplane
n04308273_1914.png,airplane
n04308397_1087.png,airplane
n04308273_615.png,airplane
n03577672_2967.png,airplane
n04503499_550.png,airplane
n04222723_4753.png,airplane
n03335030_10612.png,airplane
n03577672_5476.png,airplane
cifar10-train-6682.png,airplane
n02704645_16848.png,airplane
n02686121_266.png,airplane
cifar10-train-43442.png,airplane
cifar10-train-2490.png,airplane
n03577672_39.png,airplane
n03335030_3823.png,airplane
n03604311_8708.png,airplane
n03595860_4918.png,airplane
n04222723_8351.png,airplane
cifar10-train-24387.png,airplane
n03321419_9158.png,airplane
cifar10-train-44975.png,airplane
cifar10-train-43458.png,airplane
n03596543_9613.png,airplane
cifar10-train-3713.png,airplane
n02686121_2500.png,airplane
n02686121_4385.png,airplane
n03335030_2982.png,airplane
cifar10-train-26416.png,airplane
n03365231_10569.png,airplane
n02842573_2415.png,airplane
n02842573_7126.png,airplane
cifar10-train-11479.png,airplane
cifar10-train-23024.png,airplane
n04160586_1105.png,airplane
cifar10-train-49174.png,airplane
n04583620_5405.png,airplane
n02867715_19105.png,airplane
cifar10-train-44970.png,airplane
n02690373_1442.png,airplane
n03596543_6023.png,airplane
n03577672_14726.png,airplane
n03577672_5427.png,airplane
n03577672_12351.png,airplane
n04308273_3464.png,airplane
n03798610_1644.png,airplane
n04160586_2726.png,airplane
n02690373_2159.png,airplane
n03596543_4426.png,airplane
n03577672_83.png,airplane
n03335030_3914.png,airplane
n02691156_10411.png,airplane
cifar10-train-906.png,airplane
n03604311_2304.png,airplane
n04308273_4935.png,airplane
n04308273_1285.png,airplane
n04308397_4217.png,airplane
cifar10-train-14329.png,airplane
n03596543_399.png,airplane
n04160586_12743.png,airplane
cifar10-train-16825.png,airplane
n04308397_1511.png,airplane
n04308273_2915.png,airplane
cifar10-train-28716.png,airplane
n04583620_9946.png,airplane
n04012084_2845.png,airplane
n04308397_1936.png,airplane
n02690373_7426.png,airplane
n04583620_2808.png,airplane
n03596543_1796.png,airplane
n03365231_1571.png,airplane
n03604311_7774.png,airplane
n04308397_1107.png,airplane
n02691156_157.png,airplane
n02842573_3837.png,airplane
cifar10-train-36254.png,airplane
n03604311_3248.png,airplane
n02686121_3587.png,airplane
n03604311_991.png,airplane
n03335030_27754.png,airplane
n03174079_3835.png,airplane
cifar10-train-45123.png,airplane
n03604311_9289.png,airplane
n03335030_27024.png,airplane
n02691156_14824.png,airplane
n02691156_6748.png,airplane
n04222723_9155.png,airplane
n02691156_6512.png,airplane
n04012084_9438.png,airplane
n02842573_472.png,airplane
cifar10-train-22370.png,airplane
n02691156_11938.png,airplane
cifar10-train-49535.png,airplane
n03809312_741.png,airplane
cifar10-train-47421.png,airplane
n03365231_4310.png,airplane
n02867715_8547.png,airplane
n03373611_13921.png,airplane
n04583620_9498.png,airplane
n04583620_10474.png,airplane
n03335030_17606.png,airplane
n04583620_9708.png,airplane
n03335030_7241.png,airplane
n02691156_26481.png,airplane
n03596543_1925.png,airplane
cifar10-train-20393.png,airplane
n02704645_6614.png,airplane
n03335030_47041.png,airplane
n04308273_1533.png,airplane
n03335030_17068.png,airplane
n04222723_5620.png,airplane
n03596543_5174.png,airplane
n04308397_5059.png,airplane
cifar10-train-16785.png,airplane
cifar10-train-38387.png,airplane
n04230487_3650.png,airplane
n02691156_12350.png,airplane
cifar10-train-35430.png,airplane
cifar10-train-49236.png,airplane
n02686121_30.png,airplane
n02691156_10856.png,airplane
cifar10-train-38043.png,airplane
n03604311_9942.png,airplane
cifar10-train-19492.png,airplane
n02691156_41190.png,airplane
n04308273_1416.png,airplane
n03365231_3152.png,airplane
cifar10-train-284.png,airplane
n02686121_1849.png,airplane
n03577672_8292.png,airplane
n03596543_1191.png,airplane
cifar10-train-9799.png,airplane
n04308273_1947.png,airplane
n04012482_3120.png,airplane
n03595860_3896.png,airplane
n02690373_1277.png,airplane
n04308273_5198.png,airplane
n03335030_16488.png,airplane
n03798610_281.png,airplane
n02704645_5853.png,airplane
n04583620_8869.png,airplane
n02686121_2057.png,airplane
n02842573_5845.png,airplane
n03215191_3757.png,airplane
n03595860_3644.png,airplane
n04012482_10352.png,airplane
n03321419_3681.png,airplane
cifar10-train-35202.png,airplane
n04503499_3325.png,airplane
n02690373_5689.png,airplane
n04583620_3570.png,airplane
n04583620_421.png,airplane
n02686121_617.png,airplane
n03365231_5161.png,airplane
n02691156_6070.png,airplane
n02686121_621.png,airplane
n03595860_6060.png,airplane
n03335030_18719.png,airplane
n03596543_8103.png,airplane
n04012482_14883.png,airplane
n03596543_630.png,airplane
n04012482_5868.png,airplane
n02686121_120.png,airplane
cifar10-train-38617.png,airplane
n03809312_3293.png,airplane
n02842573_4981.png,airplane
n04308397_4120.png,airplane
n04583620_9878.png,airplane
n03577672_19986.png,airplane
n02691156_8166.png,airplane
n02691156_4745.png,airplane
cifar10-train-32508.png,airplane
n03595860_4922.png,airplane
n03595860_10930.png,airplane
cifar10-train-39044.png,airplane
n03577672_19042.png,airplane
cifar10-train-1872.png,airplane
n03335030_14561.png,airplane
n04160586_21591.png,airplane
n03604311_1387.png,airplane
cifar10-train-1234.png,airplane
n03335030_14094.png,airplane
n02867715_3332.png,airplane
n04012084_3369.png,airplane
n02867715_355.png,airplane
n03596543_1779.png,airplane
n03577672_5593.png,airplane
n04230487_3650.png,airplane
cifar10-train-13030.png,airplane
n04012482_2566.png,airplane
n03604311_8632.png,airplane
n03596543_2212.png,airplane
cifar10-train-2895.png,airplane
cifar10-train-11216.png,airplane
n03577672_18905.png,airplane
cifar10-train-11304.png,airplane
n02842573_8107.png,airplane
cifar10-train-2707.png,airplane
n03596543_4501.png,airplane
n04308273_1994.png,airplane
cifar10-train-11879.png,airplane
n02691156_4536.png,airplane
n02842573_9818.png,airplane
n03335030_2982.png,airplane
cifar10-train-12944.png,airplane
n03596543_10178.png,airplane
n04308397_1999.png,airplane
cifar10-train-32267.png,airplane
cifar10-train-24096.png,airplane
n03373611_14621.png,airplane
cifar10-train-13181.png,airplane
n02691156_6586.png,airplane
n03215191_4171.png,airplane
n03577672_11948.png,airplane
n04222723_1201.png,airplane
n02690373_6554.png,airplane
n03809312_4455.png,airplane
n03596543_6022.png,airplane
n03577672_21213.png,airplane
n02690373_3986.png,airplane
n02842573_6457.png,airplane
n04230487_4245.png,airplane
cifar10-train-33996.png,airplane
n04308397_3576.png,airplane
n04160586_20729.png,airplane
n03215191_1506.png,airplane
n02691156_41286.png,airplane
n02704645_207.png,airplane
n02842573_862.png,airplane
n03365231_3549.png,airplane
cifar10-train-44887.png,airplane
n02867715_17465.png,airplane
cifar10-train-7243.png,airplane
cifar10-train-36771.png,airplane
n02867715_2527.png,airplane
n03595860_3473.png,airplane
n02867715_18061.png,airplane
n04160586_6884.png,airplane
n04308397_2616.png,airplane
n03604311_268.png,airplane
n03577672_12462.png,airplane
cifar10-train-44742.png,airplane
n04308273_1994.png,airplane
n03335030_15681.png,airplane
cifar10-train-36737.png,airplane
n03335030_14050.png,airplane
n03335030_6932.png,airplane
n02842573_3837.png,airplane
cifar10-train-36395.png,airplane
cifar10-train-11563.png,airplane
n02842573_9591.png,airplane
n03365231_1804.png,airplane
n03215191_4755.png,airplane
n03604311_5410.png,airplane
n02842573_2196.png,airplane
n02691156_5856.png,airplane
n04012084_2777.png,airplane
n02691156_10373.png,airplane
n04012482_1599.png,airplane
n03596543_8057.png,airplane
n02867715_16533.png,airplane
n04583620_1412.png,airplane
n02701002_5989.png,automobile
n03100240_18496.png,automobile
cifar10-train-35840.png,automobile
n02930766_10808.png,automobile
cifar10-train-22522.png,automobile
cifar10-train-36618.png,automobile
n02958343_85721.png,automobile
n03100240_17579.png,automobile
cifar10-train-47457.png,automobile
n03421669_2463.png,automobile
n02814533_46458.png,automobile
cifar10-train-40576.png,automobile
n03770679_4712.png,automobile
n04037443_35201.png,automobile
n04516354_1709.png,automobile
cifar10-train-31724.png,automobile
n03268790_7905.png,automobile
n03870105_4884.png,automobile
cifar10-train-12685.png,automobile
cifar10-train-44433.png,automobile
n03543394_2207.png,automobile
n02958343_3766.png,automobile
cifar10-train-31512.png,automobile
cifar10-train-30234.png,automobile
n04037443_16208.png,automobile
cifar10-train-23151.png,automobile
n04347119_1638.png,automobile
n03680512_3361.png,automobile
n04201733_14116.png,automobile
n03498781_3453.png,automobile
n02831335_16141.png,automobile
n04097373_13752.png,automobile
n04322801_7500.png,automobile
n02930766_8558.png,automobile
n03777568_2677.png,automobile
n03777568_5983.png,automobile
n03268790_9770.png,automobile
n03770679_13041.png,automobile
n03870105_3543.png,automobile
n03594945_29533.png,automobile
cifar10-train-43891.png,automobile
cifar10-train-22529.png,automobile
n03100240_5884.png,automobile
cifar10-train-42899.png,automobile
n04037443_25929.png,automobile
cifar10-train-37098.png,automobile
n04037443_22202.png,automobile
n04516354_4118.png,automobile
cifar10-train-23192.png,automobile
n03404012_2012.png,automobile
n03543394_4491.png,automobile
n03870105_2843.png,automobile
n03119396_4323.png,automobile
n04516354_717.png,automobile
n04347119_385.png,automobile
n04516354_7438.png,automobile
n03770679_16757.png,automobile
n04516354_1763.png,automobile
n02701002_6139.png,automobile
n03268790_11395.png,automobile
n03141065_28533.png,automobile
n03543394_13743.png,automobile
n04166281_28889.png,automobile
n02930766_23386.png,automobile
n03100240_7659.png,automobile
n03141065_13079.png,automobile
cifar10-train-41439.png,automobile
n02701002_4735.png,automobile
n02701002_4031.png,automobile
n02701002_4735.png,automobile
n03770679_13505.png,automobile
n03881534_1394.png,automobile
cifar10-train-36181.png,automobile
n03100240_6951.png,automobile
n02930766_26779.png,automobile
cifar10-train-7326.png,automobile
n02930766_4091.png,automobile
cifar10-train-13534.png,automobile
n04166281_5362.png,automobile
n03119396_4404.png,automobile
cifar10-train-3379.png,automobile
cifar10-train-17223.png,automobile
n03100240_7495.png,automobile
n04201733_661.png,automobile
cifar10-train-40410.png,automobile
cifar10-train-30457.png,automobile
n03670208_7493.png,automobile
n02814533_5947.png,automobile
n03141065_1950.png,automobile
n04166281_6507.png,automobile
cifar10-train-41439.png,automobile
cifar10-train-11645.png,automobile
n02831335_13467.png,automobile
n03119396_5659.png,automobile
cifar10-train-45013.png,automobile
n04166281_3613.png,automobile
cifar10-train-25817.png,automobile
n04285965_8919.png,automobile
n03670208_10624.png,automobile
cifar10-train-49589.png,automobile
n02814533_4419.png,automobile
n04285008_2965.png,automobile
n02701002_4566.png,automobile
n04516354_2869.png,automobile
cifar10-train-16726.png,automobile
n03670208_4545.png,automobile
n03342961_2791.png,automobile
n02814533_34562.png,automobile
cifar10-train-13994.png,automobile
n03670208_14930.png,automobile
n03670208_601.png,automobile
cifar10-train-15389.png,automobile
n04322801_6640.png,automobile
n04285965_9606.png,automobile
n03770679_1607.png,automobile
cifar10-train-21685.png,automobile
n03141065_12206.png,automobile
cifar10-train-15966.png,automobile
n03594945_15617.png,automobile
n04516354_2792.png,automobile
n03498781_2942.png,automobile
n03498781_4011.png,automobile
n03141065_365.png,automobile
n04097373_11145.png,automobile
n03770679_8531.png,automobile
cifar10-train-1304.png,automobile
cifar10-train-48215.png,automobile
n04201733_11207.png,automobile
n03680512_8628.png,automobile
cifar10-train-18825.png,automobile
n03539103_5491.png,automobile
n03777568_5124.png,automobile
cifar10-train-15205.png,automobile
n03079136_17045.png,automobile
n04201733_2979.png,automobile
n03100240_9264.png,automobile
n03670208_3694.png,automobile
n03777568_9779.png,automobile
n02814533_47325.png,automobile
n03100240_9470.png,automobile
n03777568_7425.png,automobile
n03594945_21698.png,automobile
n02930766_34370.png,automobile
cifar10-train-4423.png,automobile
n04459122_2052.png,automobile
n03777568_5029.png,automobile
cifar10-train-30949.png,automobile
n03141065_15947.png,automobile
n04037443_14370.png,automobile
n04347119_341.png,automobile
cifar10-train-41209.png,automobile
n04285008_7546.png,automobile
n03100240_4619.png,automobile
n02930766_9527.png,automobile
n03543394_3002.png,automobile
n04201733_22139.png,automobile
n04201733_5431.png,automobile
n03594945_1267.png,automobile
n03079136_9281.png,automobile
cifar10-train-45455.png,automobile
n04322801_5722.png,automobile
n02701002_5722.png,automobile
cifar10-train-12570.png,automobile
n03770679_5187.png,automobile
n03268790_15627.png,automobile
n03119396_819.png,automobile
n04201733_8626.png,automobile
n03543394_969.png,automobile
n04302988_2064.png,automobile
n04166281_18496.png,automobile
n03079136_2276.png,automobile
cifar10-train-24540.png,automobile
n04516354_5118.png,automobile
n03100240_1605.png,automobile
n02958343_254.png,automobile
cifar10-train-7875.png,automobile
n03268790_16983.png,automobile
cifar10-train-17008.png,automobile
n03777568_6952.png,automobile
n03119396_7447.png,automobile
cifar10-train-14849.png,automobile
n02831335_13280.png,automobile
n04285965_3902.png,automobile
n03119396_2406.png,automobile
n02814533_41481.png,automobile
n04037443_26710.png,automobile
cifar10-train-28096.png,automobile
n04037443_4761.png,automobile
n02958343_7345.png,automobile
n03539103_5896.png,automobile
n03079136_4809.png,automobile
n02701002_908.png,automobile
n03498781_6528.png,automobile
n03498781_4268.png,automobile
n03870105_2843.png,automobile
n02958343_4150.png,automobile
n04302988_2174.png,automobile
n03421669_491.png,automobile
n03543394_5545.png,automobile
n02831335_20048.png,automobile
n02930766_5933.png,automobile
cifar10-train-48954.png,automobile
n03342961_3623.png,automobile
cifar10-train-20336.png,automobile
n02958343_22981.png,automobile
cifar10-train-44886.png,automobile
n03100240_3404.png,automobile
n04201733_1102.png,automobile
n04097373_21068.png,automobile
n03770679_3276.png,automobile
n04166281_19618.png,automobile
n03539103_5699.png,automobile
cifar10-train-34068.png,automobile
n03119396_6294.png,automobile
n04516354_1471.png,automobile
cifar10-train-41733.png,automobile
n03770679_9248.png,automobile
n02831335_11101.png,automobile
n04285008_14986.png,automobile
n03543394_12011.png,automobile
n03870105_2079.png,automobile
n03543394_14831.png,automobile
n03777568_12766.png,automobile
n02930766_21.png,automobile
n04201733_7027.png,automobile
cifar10-train-34810.png,automobile
cifar10-train-46427.png,automobile
n04322801_7360.png,automobile
cifar10-train-13544.png,automobile
n03770679_14511.png,automobile
n04322801_916.png,automobile
n04322801_5564.png,automobile
n04322801_7500.png,automobile
n04166281_1885.png,automobile
n03421669_2550.png,automobile
n03079136_10072.png,automobile
n02814533_2832.png,automobile
n03680512_10627.png,automobile
cifar10-train-45444.png,automobile
n03770679_13394.png,automobile
n03119396_282.png,automobile
n03670208_8555.png,automobile
cifar10-train-8374.png,automobile
n04516354_1445.png,automobile
n02930766_7054.png,automobile
n04097373_25108.png,automobile
n04322801_7053.png,automobile
n03680512_5155.png,automobile
n03100240_41.png,automobile
n04166281_7207.png,automobile
cifar10-train-45455.png,automobile
n04201733_14309.png,automobile
cifar10-train-21538.png,automobile
n04347119_353.png,automobile
n04285965_9959.png,automobile
n03870105_5044.png,automobile
cifar10-train-30047.png,automobile
n03680512_881.png,automobile
n04285965_8386.png,automobile
n02814533_2530.png,automobile
cifar10-train-29066.png,automobile
cifar10-train-32847.png,automobile
n03670208_10678.png,automobile
n04285008_13471.png,automobile
n03498781_8200.png,automobile
n04166281_18410.png,automobile
n04037443_17117.png,automobile
cifar10-train-14168.png,automobile
n03498781_8826.png,automobile
n03498781_6188.png,automobile
n04166281_10275.png,automobile
n02930766_10077.png,automobile
cifar10-train-33866.png,automobile
n03594945_4837.png,automobile
n02930766_2084.png,automobile
cifar10-train-19526.png,automobile
n02930766_23884.png,automobile
n02930766_26761.png,automobile
cifar10-train-33198.png,automobile
n04201733_8535.png,automobile
cifar10-train-43214.png,automobile
n03543394_7576.png,automobile
n03543394_6284.png,automobile
cifar10-train-21474.png,automobile
cifar10-train-6928.png,automobile
n03594945_12726.png,automobile
cifar10-train-690.png,automobile
n03680512_215.png,automobile
n02701002_17025.png,automobile
n02958343_1171.png,automobile
n04037443_63.png,automobile
n04285965_11574.png,automobile
n03421669_3306.png,automobile
n03079136_15992.png,automobile
cifar10-train-2289.png,automobile
cifar10-train-14238.png,automobile
n04201733_17572.png,automobile
cifar10-train-4047.png,automobile
n04285008_8086.png,automobile
cifar10-train-9965.png,automobile
n03670208_2144.png,automobile
n03870105_3368.png,automobile
cifar10-train-32811.png,automobile
n03100240_8275.png,automobile
cifar10-train-10652.png,automobile
n03119396_3059.png,automobile
n03100240_2313.png,automobile
n04037443_1384.png,automobile
n04347119_3942.png,automobile
n04166281_7903.png,automobile
n04285965_4165.png,automobile
n03539103_4144.png,automobile
n04201733_5330.png,automobile
n04097373_857.png,automobile
n02958343_36782.png,automobile
n04285008_3708.png,automobile
n03670208_3589.png,automobile
cifar10-train-22817.png,automobile
n04516354_2789.png,automobile
n03543394_771.png,automobile
n04347119_2215.png,automobile
cifar10-train-37792.png,automobile
n02814533_38539.png,automobile
n04166281_27288.png,automobile
cifar10-train-43797.png,automobile
cifar10-train-44117.png,automobile
n03770679_1338.png,automobile
n04285008_9593.png,automobile
n03100240_3290.png,automobile
n03498781_5869.png,automobile
n02701002_4234.png,automobile
n03670208_1439.png,automobile
n03119396_4458.png,automobile
n03543394_7137.png,automobile
n03770679_7712.png,automobile
n03770679_10978.png,automobile
n03493219_1071.png,automobile
n04285008_2965.png,automobile
cifar10-train-34349.png,automobile
cifar10-train-39234.png,automobile
n04037443_21097.png,automobile
n04166281_27834.png,automobile
n04285965_7593.png,automobile
n02831335_13830.png,automobile
n03079136_22260.png,automobile
cifar10-train-1781.png,automobile
cifar10-train-28937.png,automobile
n02958343_3010.png,automobile
cifar10-train-39800.png,automobile
n04347119_242.png,automobile
n03079136_21781.png,automobile
n03594945_20667.png,automobile
n04166281_20664.png,automobile
n03079136_19660.png,automobile
n03680512_6106.png,automobile
n03777568_8061.png,automobile
n04516354_7793.png,automobile
n03670208_5376.png,automobile
cifar10-train-21199.png,automobile
n03770679_7721.png,automobile
n02958343_10450.png,automobile
n04285965_16245.png,automobile
n03770679_10965.png,automobile
n04285008_8235.png,automobile
n03770679_8602.png,automobile
cifar10-train-12946.png,automobile
n03141065_29057.png,automobile
n04037443_30288.png,automobile
n03268790_11373.png,automobile
n03881534_5720.png,automobile
n04322801_5205.png,automobile
n03498781_3544.png,automobile
cifar10-train-22529.png,automobile
n03670208_3545.png,automobile
n04201733_12753.png,automobile
n03079136_7562.png,automobile
n03141065_18250.png,automobile
n02701002_6396.png,automobile
n02814533_35447.png,automobile
n04097373_8236.png,automobile
n02831335_6867.png,automobile
n02930766_23098.png,automobile
n02701002_9426.png,automobile
n03870105_2079.png,automobile
n03543394_4145.png,automobile
n03079136_103.png,automobile
n03680512_5356.png,automobile
cifar10-train-42124.png,automobile
n02814533_259.png,automobile
n04166281_20056.png,automobile
cifar10-train-49469.png,automobile
n03770679_9172.png,automobile
n03594945_32570.png,automobile
cifar10-train-36333.png,automobile
n03498781_9483.png,automobile
n04037443_1336.png,automobile
cifar10-train-18316.png,automobile
n02814533_48205.png,automobile
cifar10-train-41217.png,automobile
cifar10-train-12814.png,automobile
n03141065_23123.png,automobile
n03770679_14852.png,automobile
n03141065_10787.png,automobile
n04285965_4015.png,automobile
cifar10-train-26241.png,automobile
n04166281_15053.png,automobile
n04285008_13759.png,automobile
n03119396_13473.png,automobile
cifar10-train-35805.png,automobile
n03141065_2868.png,automobile
n04347119_1735.png,automobile
n03119396_3603.png,automobile
n02930766_27027.png,automobile
n02701002_6396.png,automobile
cifar10-train-31512.png,automobile
cifar10-train-17760.png,automobile
n02831335_18813.png,automobile
n03079136_13955.png,automobile
n03543394_6385.png,automobile
cifar10-train-4607.png,automobile
cifar10-train-49239.png,automobile
n04285008_7511.png,automobile
n03594945_16809.png,automobile
n03770679_5310.png,automobile
n04322801_6665.png,automobile
n04097373_8306.png,automobile
cifar10-train-31657.png,automobile
n03342961_698.png,automobile
n03770679_15840.png,automobile
n02814533_23512.png,automobile
cifar10-train-2765.png,automobile
n02814533_4714.png,automobile
n04516354_1093.png,automobile
n04037443_22908.png,automobile
n04201733_20718.png,automobile
cifar10-train-40427.png,automobile
n03141065_18246.png,automobile
n04516354_2034.png,automobile
cifar10-train-49066.png,automobile
n04037443_24954.png,automobile
cifar10-train-22111.png,automobile
n04201733_8298.png,automobile
n04322801_7944.png,automobile
n03141065_14955.png,automobile
n03141065_18197.png,automobile
n03119396_7761.png,automobile
n04285965_321.png,automobile
n03670208_16214.png,automobile
n04302988_1726.png,automobile
cifar10-train-46786.png,automobile
n03777568_2335.png,automobile
n03421669_2927.png,automobile
n04166281_5065.png,automobile
cifar10-train-33321.png,automobile
n02701002_3469.png,automobile
n04516354_4781.png,automobile
n03141065_26282.png,automobile
n04201733_3204.png,automobile
cifar10-train-5885.png,automobile
n03100240_5499.png,automobile
n04037443_24901.png,automobile
n04302988_694.png,automobile
n04322801_7232.png,automobile
n03100240_6882.png,automobile
n03079136_14055.png,automobile
n03543394_6807.png,automobile
n03268790_8465.png,automobile
cifar10-train-17621.png,automobile
n03594945_11332.png,automobile
n02930766_19054.png,automobile
cifar10-train-23190.png,automobile
cifar10-train-23428.png,automobile
n04322801_4614.png,automobile
